OrderID,Order Date,Ship Date,Ship Mode,CustomerID,LocationID
US-2017-106551,7/22/2017 0:00,7/27/2017 0:00,Standard Class,EB-13930,14
US-2017-106663,6/9/2017 0:00,6/13/2017 0:00,Standard Class,MO-17800,14
US-2017-122714,12/7/2017 0:00,12/13/2017 0:00,Standard Class,HG-14965,14
US-2017-125647,9/23/2017 0:00,9/28/2017 0:00,Standard Class,LC-16870,14
US-2017-127341,1/29/2017 0:00,2/2/2017 0:00,Standard Class,CK-12595,14
US-2017-129203,4/17/2017 0:00,4/22/2017 0:00,Standard Class,BM-11575,14
US-2017-132206,6/16/2017 0:00,6/21/2017 0:00,Standard Class,MK-17905,14
US-2017-150595,5/22/2017 0:00,5/26/2017 0:00,Standard Class,LE-16810,14
US-2017-152380,11/19/2017 0:00,11/23/2017 0:00,Standard Class,JH-15910,14
US-2017-152569,5/15/2017 0:00,5/20/2017 0:00,Standard Class,JD-16015,14
US-2017-162124,5/6/2017 0:00,5/10/2017 0:00,Standard Class,JF-15490,14
CA-2014-100678,4/18/2014 0:00,4/22/2014 0:00,Standard Class,KM-16720,5
CA-2014-103800,1/3/2014 0:00,1/7/2014 0:00,Standard Class,DP-13000,5
CA-2014-104773,12/8/2014 0:00,12/13/2014 0:00,Standard Class,TB-21175,5
CA-2014-110352,11/23/2014 0:00,11/29/2014 0:00,Standard Class,ED-13885,5
CA-2014-116757,6/30/2014 0:00,7/4/2014 0:00,Standard Class,MS-17980,5
CA-2014-121629,11/28/2014 0:00,12/2/2014 0:00,Standard Class,BT-11680,5
CA-2014-126200,8/25/2014 0:00,8/29/2014 0:00,Standard Class,JE-15715,5
CA-2014-128888,11/15/2014 0:00,11/22/2014 0:00,Standard Class,PB-19105,5
CA-2014-129168,8/17/2014 0:00,8/23/2014 0:00,Standard Class,KB-16585,5
CA-2014-130421,3/3/2014 0:00,3/7/2014 0:00,Standard Class,SC-20020,5
CA-2014-139017,5/11/2014 0:00,5/17/2014 0:00,Standard Class,RM-19375,5
CA-2014-146283,9/8/2014 0:00,9/15/2014 0:00,Standard Class,KT-16465,5
CA-2014-151897,6/6/2014 0:00,6/10/2014 0:00,Standard Class,VT-21700,5
CA-2014-158281,9/2/2014 0:00,9/7/2014 0:00,Standard Class,AG-10525,5
CA-2014-159310,11/7/2014 0:00,11/12/2014 0:00,Standard Class,SC-20725,5
CA-2014-165309,11/11/2014 0:00,11/15/2014 0:00,Standard Class,KD-16270,5
CA-2014-168312,3/1/2014 0:00,3/7/2014 0:00,Standard Class,GW-14605,5
CA-2015-110548,5/4/2015 0:00,5/8/2015 0:00,Standard Class,AH-10690,5
CA-2015-111990,11/8/2015 0:00,11/13/2015 0:00,Standard Class,DB-13660,5
CA-2015-116687,5/2/2015 0:00,5/7/2015 0:00,Standard Class,NC-18625,5
CA-2015-117415,12/27/2015 0:00,12/31/2015 0:00,Standard Class,SN-20710,5
CA-2015-118738,10/24/2015 0:00,10/30/2015 0:00,Standard Class,AG-10495,5
CA-2015-119550,12/26/2015 0:00,12/31/2015 0:00,Standard Class,RB-19705,5
CA-2015-120320,3/5/2015 0:00,3/9/2015 0:00,Standard Class,MV-18190,5
CA-2015-121132,7/17/2015 0:00,7/24/2015 0:00,Standard Class,VB-21745,5
CA-2015-124541,4/6/2015 0:00,4/10/2015 0:00,Standard Class,TT-21220,5
CA-2015-125710,10/8/2015 0:00,10/13/2015 0:00,Standard Class,BT-11680,5
CA-2015-126669,11/7/2015 0:00,11/13/2015 0:00,Standard Class,DO-13645,5
CA-2015-128125,3/31/2015 0:00,4/5/2015 0:00,Standard Class,EB-13705,5
CA-2015-130183,11/13/2015 0:00,11/17/2015 0:00,Standard Class,PO-18850,5
CA-2015-130792,4/28/2015 0:00,5/5/2015 0:00,Standard Class,RA-19915,5
CA-2015-131856,5/12/2015 0:00,5/17/2015 0:00,Standard Class,JG-15160,5
CA-2015-135251,8/6/2015 0:00,8/10/2015 0:00,Standard Class,RP-19270,5
CA-2015-136378,4/2/2015 0:00,4/7/2015 0:00,Standard Class,CS-11845,5
CA-2015-137064,2/6/2015 0:00,2/13/2015 0:00,Standard Class,TS-21655,5
CA-2015-142433,4/20/2015 0:00,4/25/2015 0:00,Standard Class,ES-14020,5
CA-2015-143077,9/17/2015 0:00,9/21/2015 0:00,Standard Class,SF-20965,5
CA-2015-145401,1/30/2015 0:00,2/4/2015 0:00,Standard Class,JP-15520,5
CA-2015-157812,3/22/2015 0:00,3/26/2015 0:00,Standard Class,DB-13210,5
CA-2015-162621,9/5/2015 0:00,9/11/2015 0:00,Standard Class,CA-12055,5
CA-2015-162964,11/12/2015 0:00,11/18/2015 0:00,Standard Class,MF-18250,5
CA-2015-163181,11/7/2015 0:00,11/12/2015 0:00,Standard Class,AB-10105,5
CA-2015-163734,6/19/2015 0:00,6/24/2015 0:00,Standard Class,KM-16375,5
CA-2015-166583,6/26/2015 0:00,6/30/2015 0:00,Standard Class,VD-21670,5
CA-2016-103037,7/25/2016 0:00,7/29/2016 0:00,Standard Class,KH-16630,5
CA-2016-107790,11/20/2016 0:00,11/24/2016 0:00,Standard Class,EH-13990,5
CA-2016-112025,7/30/2016 0:00,8/4/2016 0:00,Standard Class,LS-16975,5
CA-2016-112382,5/9/2016 0:00,5/13/2016 0:00,Standard Class,MB-18085,5
CA-2016-125087,4/18/2016 0:00,4/23/2016 0:00,Standard Class,TH-21115,5
CA-2016-128307,7/25/2016 0:00,7/29/2016 0:00,Standard Class,BE-11335,5
CA-2016-128706,2/27/2016 0:00,3/2/2016 0:00,Standard Class,DW-13540,5
CA-2016-130225,9/11/2016 0:00,9/17/2016 0:00,Standard Class,RC-19960,5
CA-2016-130946,4/8/2016 0:00,4/12/2016 0:00,Standard Class,ZC-21910,5
CA-2016-134691,11/14/2016 0:00,11/18/2016 0:00,Standard Class,KC-16540,5
CA-2016-143406,9/26/2016 0:00,9/30/2016 0:00,Standard Class,LR-17035,5
CA-2016-144540,9/5/2016 0:00,9/10/2016 0:00,Standard Class,GH-14410,5
CA-2016-144645,2/2/2016 0:00,2/8/2016 0:00,Standard Class,NS-18640,5
CA-2016-148698,5/2/2016 0:00,5/7/2016 0:00,Standard Class,BD-11770,5
CA-2016-158925,10/24/2016 0:00,10/28/2016 0:00,Standard Class,JP-15460,5
CA-2016-163048,2/8/2016 0:00,2/15/2016 0:00,Standard Class,MH-17440,5
CA-2016-163153,3/21/2016 0:00,3/25/2016 0:00,Standard Class,DM-12955,5
CA-2016-166240,6/24/2016 0:00,6/28/2016 0:00,Standard Class,DH-13075,5
CA-2016-169971,9/4/2016 0:00,9/9/2016 0:00,Standard Class,IL-15100,5
CA-2017-101945,11/24/2017 0:00,11/28/2017 0:00,Standard Class,GT-14710,5
CA-2017-103415,12/3/2017 0:00,12/8/2017 0:00,Standard Class,MV-17485,5
CA-2017-104108,12/2/2017 0:00,12/9/2017 0:00,Standard Class,RP-19855,5
CA-2017-104927,12/22/2017 0:00,12/26/2017 0:00,Standard Class,AG-10330,5
CA-2017-106691,11/6/2017 0:00,11/12/2017 0:00,Standard Class,CC-12370,5
CA-2017-112473,5/25/2017 0:00,6/1/2017 0:00,Standard Class,JL-15505,5
CA-2017-118773,2/9/2017 0:00,2/14/2017 0:00,Standard Class,TP-21415,5
CA-2017-128426,10/7/2017 0:00,10/11/2017 0:00,Standard Class,JK-15730,5
CA-2017-130043,9/15/2017 0:00,9/19/2017 0:00,Standard Class,BB-11545,5
CA-2017-133102,8/17/2017 0:00,8/24/2017 0:00,Standard Class,ED-13885,5
CA-2017-142174,3/4/2017 0:00,3/9/2017 0:00,Standard Class,DP-13000,5
CA-2017-142867,3/17/2017 0:00,3/21/2017 0:00,Standard Class,PO-19180,5
CA-2017-143294,6/2/2017 0:00,6/8/2017 0:00,Standard Class,JD-15790,5
CA-2017-144036,11/22/2017 0:00,11/26/2017 0:00,Standard Class,FO-14305,5
CA-2017-144491,3/27/2017 0:00,4/1/2017 0:00,Standard Class,CJ-12010,5
CA-2017-146185,9/15/2017 0:00,9/19/2017 0:00,Standard Class,CC-12145,5
CA-2017-150266,11/25/2017 0:00,11/30/2017 0:00,Standard Class,RO-19780,5
CA-2017-159457,10/19/2017 0:00,10/26/2017 0:00,Standard Class,RD-19480,5
CA-2017-162075,3/18/2017 0:00,3/24/2017 0:00,Standard Class,TT-21220,5
CA-2017-164042,5/23/2017 0:00,5/27/2017 0:00,Standard Class,KL-16645,5
CA-2017-168739,5/29/2017 0:00,6/5/2017 0:00,Standard Class,HZ-14950,5
US-2014-112914,9/25/2014 0:00,9/30/2014 0:00,Standard Class,MT-18070,5
US-2014-157406,4/25/2014 0:00,4/29/2014 0:00,Standard Class,DA-13450,5
US-2014-159618,11/12/2014 0:00,11/16/2014 0:00,Standard Class,DB-12970,5
US-2015-114839,4/26/2015 0:00,4/30/2015 0:00,Standard Class,PW-19240,5
US-2015-117184,5/17/2015 0:00,5/21/2015 0:00,Standard Class,ON-18715,5
US-2015-125374,3/23/2015 0:00,3/29/2015 0:00,Standard Class,JD-16060,5
US-2016-110156,11/19/2016 0:00,11/24/2016 0:00,Standard Class,EH-13945,5
US-2016-111563,11/4/2016 0:00,11/8/2016 0:00,Standard Class,SM-20005,5
US-2016-126844,10/8/2016 0:00,10/14/2016 0:00,Standard Class,BW-11110,5
US-2016-127971,11/20/2016 0:00,11/27/2016 0:00,Standard Class,DW-13195,5
US-2016-131611,11/5/2016 0:00,11/9/2016 0:00,Standard Class,EP-13915,5
US-2016-132577,11/22/2016 0:00,11/27/2016 0:00,Standard Class,JE-15475,5
US-2016-144547,11/10/2016 0:00,11/14/2016 0:00,Standard Class,MS-17770,5
US-2016-148334,8/22/2016 0:00,8/26/2016 0:00,Standard Class,DD-13570,5
US-2016-149790,9/26/2016 0:00,10/1/2016 0:00,Standard Class,SC-20380,5
US-2017-102288,6/19/2017 0:00,6/23/2017 0:00,Standard Class,ZC-21910,5
US-2017-112613,5/28/2017 0:00,6/1/2017 0:00,Standard Class,JH-15910,5
US-2017-141677,3/26/2017 0:00,3/30/2017 0:00,Standard Class,HK-14890,5
US-2017-141698,4/15/2017 0:00,4/21/2017 0:00,Standard Class,SD-20485,5
US-2017-145863,4/21/2017 0:00,4/27/2017 0:00,Standard Class,RP-19390,5
US-2017-156356,4/16/2017 0:00,4/22/2017 0:00,Standard Class,ND-18370,5
US-2017-160836,9/11/2017 0:00,9/16/2017 0:00,Standard Class,CC-12475,5
CA-2014-100293,3/14/2014 0:00,3/18/2014 0:00,Standard Class,NF-18475,3
CA-2014-112718,12/16/2014 0:00,12/21/2014 0:00,Standard Class,KN-16450,3
CA-2014-145317,3/18/2014 0:00,3/23/2014 0:00,Standard Class,SM-20320,3
CA-2014-100363,4/8/2014 0:00,4/15/2014 0:00,Standard Class,JM-15655,4
CA-2014-149020,1/10/2014 0:00,1/15/2014 0:00,Standard Class,AJ-10780,6
CA-2014-100762,11/24/2014 0:00,11/29/2014 0:00,Standard Class,NG-18355,7
CA-2014-117709,5/4/2014 0:00,5/8/2014 0:00,Standard Class,PM-18940,7
CA-2014-100867,10/19/2014 0:00,10/24/2014 0:00,Standard Class,EH-14125,9
CA-2014-100881,3/28/2014 0:00,4/1/2014 0:00,Standard Class,DR-12940,10
CA-2014-100895,6/2/2014 0:00,6/6/2014 0:00,Standard Class,SV-20785,11
CA-2014-100916,10/21/2014 0:00,10/26/2014 0:00,Standard Class,FH-14275,12
CA-2014-101175,12/9/2014 0:00,12/14/2014 0:00,Standard Class,DM-12955,15
CA-2014-138198,7/18/2014 0:00,7/23/2014 0:00,Standard Class,JL-15130,19
CA-2014-128846,4/7/2014 0:00,4/12/2014 0:00,Standard Class,RS-19765,20
CA-2014-103744,2/23/2014 0:00,2/27/2014 0:00,Standard Class,MG-17875,21
CA-2014-127383,12/31/2014 0:00,1/5/2015 0:00,Standard Class,CM-11815,21
CA-2014-131009,3/1/2014 0:00,3/5/2014 0:00,Standard Class,SC-20380,21
CA-2014-101770,3/31/2014 0:00,4/4/2014 0:00,Standard Class,KB-16240,22
CA-2014-107573,12/12/2014 0:00,12/17/2014 0:00,Standard Class,PB-19150,22
CA-2014-102274,11/21/2014 0:00,11/26/2014 0:00,Standard Class,DH-13075,23
CA-2014-124247,12/16/2014 0:00,12/21/2014 0:00,Standard Class,SH-20635,24
CA-2014-102330,12/29/2014 0:00,1/3/2015 0:00,Standard Class,AI-10855,25
CA-2014-102645,1/23/2014 0:00,1/28/2014 0:00,Standard Class,IM-15055,26
CA-2014-102673,11/1/2014 0:00,11/5/2014 0:00,Standard Class,KH-16630,27
CA-2014-117345,8/1/2014 0:00,8/5/2014 0:00,Standard Class,BF-10975,27
CA-2014-127299,9/19/2014 0:00,9/24/2014 0:00,Standard Class,JL-15835,27
CA-2014-138296,12/5/2014 0:00,12/12/2014 0:00,Standard Class,RC-19825,28
CA-2014-103310,5/10/2014 0:00,5/15/2014 0:00,Standard Class,GM-14680,30
CA-2014-133543,12/22/2014 0:00,12/26/2014 0:00,Standard Class,KM-16660,30
CA-2014-103331,8/26/2014 0:00,9/1/2014 0:00,Standard Class,KB-16315,32
CA-2014-104402,6/17/2014 0:00,6/23/2014 0:00,Standard Class,DB-13660,32
CA-2014-109127,12/21/2014 0:00,12/25/2014 0:00,Standard Class,JC-15775,32
CA-2014-119375,11/17/2014 0:00,11/22/2014 0:00,Standard Class,YC-21895,32
CA-2014-124464,7/14/2014 0:00,7/20/2014 0:00,Standard Class,SS-20515,32
CA-2014-148369,9/23/2014 0:00,9/27/2014 0:00,Standard Class,TH-21115,32
CA-2014-103373,5/18/2014 0:00,5/24/2014 0:00,Standard Class,BS-11755,33
CA-2014-103492,10/10/2014 0:00,10/15/2014 0:00,Standard Class,CM-12715,34
CA-2014-105417,1/7/2014 0:00,1/12/2014 0:00,Standard Class,VS-21820,34
CA-2014-108273,12/16/2014 0:00,12/21/2014 0:00,Standard Class,EJ-13720,34
CA-2014-103590,11/30/2014 0:00,12/4/2014 0:00,Standard Class,JL-15505,35
CA-2014-123316,10/13/2014 0:00,10/17/2014 0:00,Standard Class,SP-20545,35
CA-2014-103702,9/12/2014 0:00,9/17/2014 0:00,Standard Class,AF-10885,36
CA-2014-103807,12/2/2014 0:00,12/9/2014 0:00,Standard Class,EM-13825,37
CA-2014-103849,5/11/2014 0:00,5/16/2014 0:00,Standard Class,PG-18895,38
CA-2014-104283,6/27/2014 0:00,7/1/2014 0:00,Standard Class,LM-17065,40
CA-2014-104472,6/2/2014 0:00,6/7/2014 0:00,Standard Class,CK-12325,41
CA-2014-135405,1/9/2014 0:00,1/13/2014 0:00,Standard Class,MS-17830,42
CA-2014-104780,5/21/2014 0:00,5/25/2014 0:00,Standard Class,BT-11530,43
CA-2014-105648,3/3/2014 0:00,3/7/2014 0:00,Standard Class,EJ-14155,43
CA-2014-106264,12/26/2014 0:00,12/30/2014 0:00,Standard Class,CK-12595,43
CA-2014-107181,2/4/2014 0:00,2/8/2014 0:00,Standard Class,DB-13270,43
CA-2014-110527,8/9/2014 0:00,8/16/2014 0:00,Standard Class,ED-13885,43
CA-2014-126480,9/20/2014 0:00,9/24/2014 0:00,Standard Class,HG-14965,43
CA-2014-131450,8/8/2014 0:00,8/15/2014 0:00,Standard Class,LR-16915,43
CA-2014-134677,10/6/2014 0:00,10/10/2014 0:00,Standard Class,XP-21865,43
CA-2014-139857,2/2/2014 0:00,2/6/2014 0:00,Standard Class,CD-12790,43
CA-2014-149244,11/4/2014 0:00,11/8/2014 0:00,Standard Class,MS-17530,43
CA-2014-105893,11/11/2014 0:00,11/18/2014 0:00,Standard Class,PK-19075,47
CA-2014-107398,8/25/2014 0:00,8/30/2014 0:00,Standard Class,BS-11590,48
CA-2014-121727,8/19/2014 0:00,8/24/2014 0:00,Standard Class,JK-15625,48
CA-2014-132864,12/2/2014 0:00,12/7/2014 0:00,Standard Class,KN-16390,48
CA-2014-139633,12/17/2014 0:00,12/24/2014 0:00,Standard Class,EC-14050,48
CA-2014-147914,6/4/2014 0:00,6/9/2014 0:00,Standard Class,MP-17470,48
CA-2014-151162,12/5/2014 0:00,12/9/2014 0:00,Standard Class,EA-14035,48
CA-2014-106376,12/5/2014 0:00,12/10/2014 0:00,Standard Class,BS-11590,51
CA-2014-106572,9/5/2014 0:00,9/10/2014 0:00,Standard Class,NP-18700,52
CA-2014-106803,12/29/2014 0:00,1/2/2015 0:00,Standard Class,DC-13285,54
CA-2014-106810,5/14/2014 0:00,5/20/2014 0:00,Standard Class,AJ-10795,55
CA-2014-123400,2/2/2014 0:00,2/9/2014 0:00,Standard Class,EB-13930,55
CA-2014-106971,9/2/2014 0:00,9/8/2014 0:00,Standard Class,BM-11785,56
CA-2014-145800,5/30/2014 0:00,6/5/2014 0:00,Standard Class,SS-20410,56
CA-2014-107153,9/28/2014 0:00,10/3/2014 0:00,Standard Class,GZ-14545,57
CA-2014-107594,7/2/2014 0:00,7/6/2014 0:00,Standard Class,EH-13945,58
CA-2014-107755,2/7/2014 0:00,2/12/2014 0:00,Standard Class,CK-12760,59
CA-2014-107769,10/28/2014 0:00,11/1/2014 0:00,Standard Class,BT-11395,60
CA-2014-107811,4/29/2014 0:00,5/3/2014 0:00,Standard Class,LA-16780,61
CA-2014-107818,9/8/2014 0:00,9/14/2014 0:00,Standard Class,MC-17275,62
CA-2014-108147,6/8/2014 0:00,6/13/2014 0:00,Standard Class,RD-19480,64
CA-2014-123127,9/8/2014 0:00,9/12/2014 0:00,Standard Class,SP-20620,64
CA-2014-140039,9/13/2014 0:00,9/17/2014 0:00,Standard Class,ON-18715,66
CA-2014-108707,10/24/2014 0:00,10/29/2014 0:00,Standard Class,DB-12910,68
CA-2014-120670,11/2/2014 0:00,11/6/2014 0:00,Standard Class,JK-16120,68
CA-2014-114335,9/28/2014 0:00,10/3/2014 0:00,Standard Class,XP-21865,69
CA-2014-109302,8/12/2014 0:00,8/16/2014 0:00,Standard Class,CS-12175,71
CA-2014-111003,6/1/2014 0:00,6/6/2014 0:00,Standard Class,CR-12625,71
CA-2014-128146,6/21/2014 0:00,6/25/2014 0:00,Standard Class,DB-13060,71
CA-2014-109491,2/20/2014 0:00,2/26/2014 0:00,Standard Class,LC-16930,72
CA-2014-142314,12/23/2014 0:00,12/28/2014 0:00,Standard Class,SF-20200,72
CA-2014-109890,7/21/2014 0:00,7/27/2014 0:00,Standard Class,PG-18820,73
CA-2014-110072,10/22/2014 0:00,10/28/2014 0:00,Standard Class,MG-17680,76
CA-2014-118192,1/13/2014 0:00,1/18/2014 0:00,Standard Class,MM-17920,76
CA-2014-140228,4/28/2014 0:00,5/3/2014 0:00,Standard Class,GB-14530,76
CA-2014-110100,4/25/2014 0:00,4/29/2014 0:00,Standard Class,LC-16885,77
CA-2014-139892,9/8/2014 0:00,9/12/2014 0:00,Standard Class,BM-11140,78
CA-2014-110555,4/11/2014 0:00,4/18/2014 0:00,Standard Class,MM-18055,80
CA-2014-111150,12/31/2014 0:00,1/4/2015 0:00,Standard Class,RW-19630,81
CA-2014-111360,11/24/2014 0:00,11/30/2014 0:00,Standard Class,AT-10435,82
CA-2014-111500,8/17/2014 0:00,8/21/2014 0:00,Standard Class,DJ-13510,84
CA-2014-133634,11/5/2014 0:00,11/10/2014 0:00,Standard Class,SR-20740,85
CA-2014-112326,1/4/2014 0:00,1/8/2014 0:00,Standard Class,PO-19195,86
CA-2014-112837,9/11/2014 0:00,9/16/2014 0:00,Standard Class,LW-17125,87
CA-2014-112851,9/17/2014 0:00,9/21/2014 0:00,Standard Class,NR-18550,88
CA-2014-114433,5/13/2014 0:00,5/17/2014 0:00,Standard Class,NP-18325,91
CA-2014-113362,9/14/2014 0:00,9/19/2014 0:00,Standard Class,AJ-10960,92
CA-2014-134061,4/29/2014 0:00,5/4/2014 0:00,Standard Class,LL-16840,92
CA-2014-113859,9/13/2014 0:00,9/17/2014 0:00,Standard Class,BC-11125,94
CA-2014-113880,3/1/2014 0:00,3/5/2014 0:00,Standard Class,VF-21715,95
CA-2014-113929,6/16/2014 0:00,6/21/2014 0:00,Standard Class,CK-12205,96
CA-2014-114314,10/11/2014 0:00,10/15/2014 0:00,Standard Class,DB-13555,98
CA-2014-114321,8/20/2014 0:00,8/25/2014 0:00,Standard Class,NC-18535,99
CA-2014-114510,3/14/2014 0:00,3/19/2014 0:00,Standard Class,JF-15295,100
CA-2014-115084,10/18/2014 0:00,10/22/2014 0:00,Standard Class,LS-17200,101
CA-2014-115133,9/26/2014 0:00,9/30/2014 0:00,Standard Class,DA-13450,102
CA-2014-115980,7/15/2014 0:00,7/19/2014 0:00,Standard Class,VW-21775,105
CA-2014-116190,7/26/2014 0:00,8/1/2014 0:00,Standard Class,SG-20470,106
CA-2014-116407,11/15/2014 0:00,11/21/2014 0:00,Standard Class,JF-15190,107
CA-2014-116568,12/14/2014 0:00,12/20/2014 0:00,Standard Class,BM-11785,108
CA-2014-116904,9/23/2014 0:00,9/28/2014 0:00,Standard Class,SC-20095,109
CA-2014-117016,3/4/2014 0:00,3/9/2014 0:00,Standard Class,SC-20095,110
CA-2014-117639,5/21/2014 0:00,5/25/2014 0:00,Standard Class,MW-18235,111
CA-2014-122217,11/24/2014 0:00,11/29/2014 0:00,Standard Class,HP-14815,111
CA-2014-117765,9/7/2014 0:00,9/13/2014 0:00,Standard Class,RB-19465,112
CA-2014-118276,12/29/2014 0:00,1/2/2015 0:00,Standard Class,MG-17890,113
CA-2014-118304,4/29/2014 0:00,5/4/2014 0:00,Standard Class,KH-16360,114
CA-2014-118339,3/17/2014 0:00,3/24/2014 0:00,Standard Class,BN-11515,115
CA-2014-118976,4/28/2014 0:00,5/3/2014 0:00,Standard Class,MY-18295,116
CA-2014-143413,5/24/2014 0:00,5/30/2014 0:00,Standard Class,RP-19390,116
CA-2014-139423,11/1/2014 0:00,11/5/2014 0:00,Standard Class,DG-13300,117
CA-2014-141355,9/25/2014 0:00,9/30/2014 0:00,Standard Class,BF-11005,118
CA-2014-120278,11/7/2014 0:00,11/12/2014 0:00,Standard Class,MS-17365,119
CA-2014-120544,11/23/2014 0:00,11/27/2014 0:00,Standard Class,SS-20140,121
CA-2014-120775,10/3/2014 0:00,10/7/2014 0:00,Standard Class,RD-19930,123
CA-2014-122567,2/16/2014 0:00,2/21/2014 0:00,Standard Class,MN-17935,123
CA-2014-129189,7/21/2014 0:00,7/25/2014 0:00,Standard Class,HM-14860,123
CA-2014-132801,10/7/2014 0:00,10/12/2014 0:00,Standard Class,JG-15805,123
CA-2014-143903,7/20/2014 0:00,7/24/2014 0:00,Standard Class,KM-16375,123
CA-2014-120852,12/20/2014 0:00,12/25/2014 0:00,Standard Class,WB-21850,124
CA-2014-120887,9/27/2014 0:00,10/3/2014 0:00,Standard Class,TS-21205,125
CA-2014-120950,11/6/2014 0:00,11/11/2014 0:00,Standard Class,GA-14515,126
CA-2014-129091,11/22/2014 0:00,11/27/2014 0:00,Standard Class,RA-19885,126
CA-2014-121006,11/10/2014 0:00,11/16/2014 0:00,Standard Class,SC-20020,127
CA-2014-138527,9/12/2014 0:00,9/17/2014 0:00,Standard Class,BN-11470,129
CA-2014-121769,4/8/2014 0:00,4/12/2014 0:00,Standard Class,JS-15880,130
CA-2014-122609,11/12/2014 0:00,11/18/2014 0:00,Standard Class,DP-13000,133
CA-2014-122749,12/3/2014 0:00,12/9/2014 0:00,Standard Class,NG-18430,134
CA-2014-147900,9/23/2014 0:00,9/28/2014 0:00,Standard Class,JK-15640,135
CA-2014-148040,3/22/2014 0:00,3/26/2014 0:00,Standard Class,BF-11275,136
CA-2014-131947,9/17/2014 0:00,9/22/2014 0:00,Standard Class,JA-15970,137
CA-2014-124079,12/13/2014 0:00,12/17/2014 0:00,Standard Class,RF-19345,139
CA-2014-148383,12/27/2014 0:00,12/31/2014 0:00,Standard Class,RP-19390,139
CA-2014-150329,10/10/2014 0:00,10/14/2014 0:00,Standard Class,SD-20485,139
CA-2014-124478,8/8/2014 0:00,8/12/2014 0:00,Standard Class,MA-17560,140
CA-2014-124723,8/5/2014 0:00,8/12/2014 0:00,Standard Class,GZ-14470,141
CA-2014-124737,8/23/2014 0:00,8/27/2014 0:00,Standard Class,AP-10915,143
CA-2014-134313,11/1/2014 0:00,11/7/2014 0:00,Standard Class,RA-19915,143
CA-2014-125136,9/28/2014 0:00,10/3/2014 0:00,Standard Class,KD-16495,144
CA-2014-148285,10/27/2014 0:00,11/1/2014 0:00,Standard Class,RD-19810,144
CA-2014-125731,9/10/2014 0:00,9/16/2014 0:00,Standard Class,CL-12565,146
CA-2014-126760,7/26/2014 0:00,8/2/2014 0:00,Standard Class,KM-16720,147
CA-2014-126193,9/7/2014 0:00,9/14/2014 0:00,Standard Class,SS-20410,148
CA-2014-126333,12/23/2014 0:00,12/28/2014 0:00,Standard Class,ME-18010,149
CA-2014-127446,11/25/2014 0:00,11/30/2014 0:00,Standard Class,MC-17590,153
CA-2014-127523,5/11/2014 0:00,5/18/2014 0:00,Standard Class,BG-11695,155
CA-2014-127614,2/11/2014 0:00,2/15/2014 0:00,Standard Class,NF-18385,156
CA-2014-128839,9/8/2014 0:00,9/13/2014 0:00,Standard Class,TT-21070,156
CA-2014-128209,11/17/2014 0:00,11/22/2014 0:00,Standard Class,GT-14710,158
CA-2014-128538,10/11/2014 0:00,10/15/2014 0:00,Standard Class,AS-10240,159
CA-2014-129147,11/2/2014 0:00,11/6/2014 0:00,Standard Class,LC-17050,160
CA-2014-129364,12/8/2014 0:00,12/13/2014 0:00,Standard Class,TB-21250,161
CA-2014-136336,4/21/2014 0:00,4/26/2014 0:00,Standard Class,DB-13555,163
CA-2014-149958,3/15/2014 0:00,3/19/2014 0:00,Standard Class,AS-10240,165
CA-2014-130729,10/24/2014 0:00,10/29/2014 0:00,Standard Class,AA-10375,167
CA-2014-130869,11/17/2014 0:00,11/21/2014 0:00,Standard Class,CB-12025,168
CA-2014-130960,12/30/2014 0:00,1/4/2015 0:00,Standard Class,KB-16600,170
CA-2014-131527,12/1/2014 0:00,12/7/2014 0:00,Standard Class,TB-21280,171
CA-2014-137911,10/9/2014 0:00,10/15/2014 0:00,Standard Class,BP-11095,171
CA-2014-138709,7/4/2014 0:00,7/9/2014 0:00,Standard Class,MS-17770,173
CA-2014-146885,5/30/2014 0:00,6/5/2014 0:00,Standard Class,EB-13840,173
CA-2014-132983,4/28/2014 0:00,5/3/2014 0:00,Standard Class,DS-13180,175
CA-2014-144624,11/19/2014 0:00,11/23/2014 0:00,Standard Class,JM-15865,175
CA-2014-133228,4/4/2014 0:00,4/9/2014 0:00,Standard Class,MS-17710,176
CA-2014-134103,1/30/2014 0:00,2/4/2014 0:00,Standard Class,MV-18190,176
CA-2014-139283,11/23/2014 0:00,11/27/2014 0:00,Standard Class,BT-11440,176
CA-2014-140487,6/14/2014 0:00,6/20/2014 0:00,Standard Class,SR-20425,176
CA-2014-144407,9/9/2014 0:00,9/15/2014 0:00,Standard Class,MS-17365,176
CA-2014-151379,12/16/2014 0:00,12/20/2014 0:00,Standard Class,SC-20695,176
CA-2014-133592,12/31/2014 0:00,1/7/2015 0:00,Standard Class,KM-16375,178
CA-2014-134215,8/4/2014 0:00,8/8/2014 0:00,Standard Class,ML-17395,179
CA-2014-134551,12/20/2014 0:00,12/25/2014 0:00,Standard Class,TS-21505,180
CA-2014-134621,12/21/2014 0:00,12/28/2014 0:00,Standard Class,DP-13390,180
CA-2014-135755,5/3/2014 0:00,5/10/2014 0:00,Standard Class,NC-18415,182
CA-2014-136644,6/16/2014 0:00,6/22/2014 0:00,Standard Class,SC-20575,183
CA-2014-136742,4/6/2014 0:00,4/10/2014 0:00,Standard Class,GP-14740,184
